"Source" "IslandID" "TaxonOrig" "GenusL69" "SpeciesL69" "SubspL69" "SpeciesID" "SubspID" "Sex" "Plumage" "BodyL" "WingL" "TailL" "BeakW" "BeakH" "LBeakL" "UBeakL" "N.UBkL" "TarsusL" "MToeL"
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 122 60 42 6.5 8.5 7 13.3 "9" 18 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 120 62 38 6.5 8.7 7 12 "8" 18 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 120 63 36 7 10 7 13.5 "9" 18 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA NA 61 40 6.5 8.5 6.5 13 "8.5" 18.5 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 120 62 39 6.5 9 7.3 13.5 "8.5" 18.5 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 115 58 35 6.7 9.5 6.5 13 "8.3" 18 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 120 64 39.5 7 9.5 7 13.3 "9" 19 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 117 61.5 36 7 9 6.3 13 "8" 18 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 116 61 35 6.5 9 7 12.5 "8.3" 19 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 118 56 40 6.5 8 7 13 "8.7" 18 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Geospiza fuliginosa parvula" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 123 59 36 6.3 8 7 13 "8.5" 18 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 127 64 41 6.7 9 7 13.5 "8.7" 18.5 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 126 65 39 6.5 8.5 7 14 "8.5" 19.5 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 120 64 41 7 9 7 14 "9" 19.7 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 128 65 42.5 7 9.7 8 14.5 "9.7" 20 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 116 59 36 6 7.5 6.5 12.3 "7.5" 17.5 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 117 62 36 6.5 8.5 6.5 12.5 "8" 17 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 122 60 36 6.5 8.7 7.5 14 "9" 19.5 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 120 63 37 7 8.5 7.5 14.5 "10" 19 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fuliginosa fuliginosa" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 120 60 NA 6.5 9 7.3 13 "9" 19 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fuliginosa minor" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 102 55.5 34 7 8.5 7 12.7 "8.5" 18 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fuliginosa minor" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 114 58 30.5 6 7.5 6 12.3 "7.5" 18 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fuliginosa minor" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 110 58 36 6.5 8 6.7 13 "8" 18.3 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fuliginosa minor" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 115 56.5 36 NA 7 6.5 12 "8" 18 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fuliginosa minor" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 117 55 35 6 7 7 12.5 "8.7" 18 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fuliginosa minor" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 111 58.5 35 6.3 7.5 6.3 12.5 "8" 18 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 118 61 39 6.5 8.5 7.5 14 "9.3" 18 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 115 63 42 6.3 8.7 7 13 "9" 18 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 115 62 40 7 8.5 7.3 14.5 "9.3" 17.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 120 61.5 38 6.5 8 8 15 "10" 17 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 123 66 43 6.5 8 8 15 "9.7" 19.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 121 63.5 41 7 9 8.5 15 "10" 19 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 111 59.5 40 7 8.3 7 14 "8.7" 18 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 110 59 38 6 8 7.3 13 "9" 17.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza fuliginosa acutirostris" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "F" NA 115 60 40 6.5 8.5 7.7 14 "9.3" 17 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fuliginosa difficilis" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 128 61 36 7 9 7.7 15.3 "9.5" 20.5 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fuliginosa difficilis" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 118 63 33.5 7 9 8 14.7 "9.7" 20 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fuliginosa difficilis" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 130 62 39 6.5 8 NA 15.5 "10" 20 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fuliginosa difficilis" "Geospiza" "fuliginosa" "" "Geo.ful" "Geo.ful" "M" NA 120 59 35 7.5 9 8 15.5 "9.7" 19.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 137 73 49 9.5 13 8.5 17 "11.5" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 138 75 49 9.7 14 10 18.5 "12" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 125 68 48 9.7 12.5 9 17.5 "12" 20.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 132 70 42 9.5 13 8.5 16.5 "11" 20.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 131 71 49 10 13.5 8.5 17 "11.5" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 135 72 42.5 10.3 14.5 9.5 18 "12" 23 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 142 74 44 9.5 13.3 9 17 "12" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 140 75 44 10.3 13.5 9.5 18 "12.5" 22.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 115 71 41 9.7 13 9.7 17.7 "12" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 118 70 39 9 12 NA 16.5 "11" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 127 70 43 9.5 12 9 17.5 "12" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 117 66 39 8.3 11 8 16 "10.5" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 138 71 42 11 14 9.5 18.5 "13" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 128 66 39 8.5 11.5 8.5 15.7 "10.5" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 127 68.5 44 9 14 8.3 17 "11" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 118 67 38.5 8.7 12 8.5 16.7 "11.5" 20.7 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 125 70 42 11 14 10 19 "12.3" 23 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 128 72 49 10 13 9 18.5 "12.5" 20.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 127 68 49 9.3 12.3 8.7 17 "11.7" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 131 65 40 9 12 8.5 16 "11" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 120 64 34 9 11 8 16 "11" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 118 65 38.5 8.5 11.3 8.5 16.5 "11" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 120 66 40 8.3 11.5 8.5 15 "10" 19.5 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 136 70.5 41.5 10 12.5 8.5 16.5 "12" 19.7 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 133 71 42.5 10 13 9 16.5 "11.5" 20.5 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 140 72.5 44 9.7 13 10 17 "12" 21 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 122 66 38 9.5 12 9 16.5 "11.5" 21.3 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 131 70 42 9.7 12.5 9 16.7 "11" 20 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 130 72 43 9.3 12 8.5 16.7 "11.3" 21 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 130 73 42 9.5 12.5 8.5 17 "11.5" 21 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 133 70 44 9.5 11.7 9 17 "11.3" 20.5 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 139 69 38 10.3 13.5 9.5 17 "12" 18.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 135 68.5 43 9.3 13 9 16.5 "11" 20 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 130 69 41.5 8.5 11 8 16 "10.5" 19 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 140 73 43 9.5 12 8.7 16.7 "11" 21.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 134 70 40 9.7 12 8.5 17 "11" 20.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 136 70 43 9.5 13 8.5 17 "11" 21 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 128 67 40 8.7 11.5 8 16 "10.5" 19 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 130 66 40 8.5 11.5 8.3 16 "10.5" 20.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA NA 68 43 9.7 13 9.3 17.7 "12" 19.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 139 73 42 9.5 13.3 9.7 18 "12" 20 NA
"Snodgrass & Heller (1904)" "SCru_Inde" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 130 70 43 9 12.5 9 17 "11" 20.5 NA
"Snodgrass & Heller (1904)" "SCru_Inde" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 131 69 35 10 12.7 9 17.5 "12.5" 21.5 NA
"Snodgrass & Heller (1904)" "SCru_Inde" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 132 68 41.5 8.7 12.3 8.7 17 "11.5" 20 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 135 68 39 9.5 12 9 17 "11.3" 20.5 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 128 70 40 10 13 9 17 "11" 21.5 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 135 72 44 10 13.3 9.3 18 "11.5" 21 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 124 70 42 10 13 9 17.5 "11.5" 21.5 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 128 74 44 9.5 12.3 8.5 17 "11" 22 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 134 71 44 9 12.5 8.3 16 "10.7" 21 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 122 73 44 10 14 10 18.5 "12.5" 20.5 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 123 71.5 50 8.3 11 8 16 "10" 20 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 133 70.5 46 10 12.5 9 18 "11" 21 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 123 67 41 8.7 11 8.5 16 "11" 20.3 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 120 68 45 9 12.3 9 17 "11.3" 20 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza fortis fortis" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 133 67 45 9.5 12.5 8.3 16.5 "10.7" 22 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 133 64 41 10.5 13 9 18 "12" 19 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 133 65 40 9 11.5 9 16.5 "11" 19 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 141 71 44.5 11 14 10 18 "12.5" 20.5 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 121 63.5 40 9 11 8.7 16.5 "11" 18.5 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 128 67 38.5 9 12.5 9 18 "12" 18.5 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 115 64 40 9.7 13 8.5 17 "11.5" 18.7 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 120 65 37 9 12 9 17.5 "11.5" 20 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 125 67 39.5 9.5 12 9 17.5 "12" 19 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 122 60 37 9.3 12 8.3 16.7 "12" 18.5 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza fortis fratercula" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 128 62 37 9.3 12 8.3 16 "11" 18.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 151 77.5 46.5 12.5 16 10.5 19 "13" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 148 76 44 12.5 15 9.5 18 "13" 23 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 147 75 46 12 16 9 18.5 "13" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 142 74.5 43.5 12 15 9.7 18.5 "13" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA NA 71 45 12 15.5 9.5 18 "12.7" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA NA 78 NA 12 15 NA 19 "13" NA NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA NA 71 NA 10 12 NA 16 "12" NA NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA NA 74 NA 10 14 NA 18 "12" NA NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA NA 73 NA 12 15 NA 19 "13" NA NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA NA 74 NA 10 13 NA 16 "11" NA NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA NA 72 NA 10.5 14 NA 17 "12" NA NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA NA 72 NA 10 14 NA 18 "13" NA NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 125 73 47 11 14.5 10 19 "12.5" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 137 74 48 11 15.5 10 17.5 "13" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 146 74 47 10.3 15.5 10 18.5 "12.5" 21.7 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 130 68.5 38 10 13.5 9.5 17 "12.5" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 136 73 45 9 12.3 8.3 16.7 "10.7" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 136 69 42 8 11.5 8 16 "10.7" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza fortis platyrhyncha" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 140 72 41.5 9.5 12.5 9 17 "11.5" 21.5 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fortis dubia" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 134 73 42.5 11 15 9.5 18.3 "12.5" 22 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fortis dubia" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 138 77 46.5 11.5 15.5 10 19 "13" 22 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fortis dubia" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 153 75 46 11.5 16.3 10 19 "13" 23.7 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fortis dubia" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 150 76 48 10.7 14 10.3 18 "12.5" 22 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fortis dubia" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "M" NA 145 71 44.5 11.3 15 9.5 18.3 "13" 23 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Geospiza fortis dubia" "Geospiza" "fortis" "" "Geo.for" "Geo.for" "F" NA 140 68 41 11 14 9.5 18 "11.7" 22.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 170 86 55 16 22 12.5 24.5 "17" 23.5 NA
